,file,parsed,entities,labels,position_start,position_end
PMC7726356,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7726356\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Research Committee of Hamamatsu University School of Medicine and those of Niigata University.,"[the Animal Research Committee of, Hamamatsu University School of Medicine, Niigata University]","['ORG', 'ORG', 'ORG']","[46, 79, 132]","[78, 118, 150]"
PMC7726425,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7726425\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Animal Ethics Committee of Shanghai Ninth People’s Hospital, China.","[Animal Ethics Committee, People’s Hospital, China]","['ORG', 'ORG', 'GPE']","[46, 88, 107]","[69, 105, 112]"
PMC7729088,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7729088\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Institutional Human Ethics Committee of Union Hospital, Tongji Medical College, Huazhong University of Science and Technology. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Institutional Animal Care and Use Committee at Tongji Medical College, Huazhong University of Science and Technology. Written informed consent was obtained from the owners for the participation of their animals in this study.","[the Institutional Human Ethics Committee of Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, the Institutional Animal Care and Use Committee at, Tongji Medical College, Huazhong University of Science and Technology]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","[71, 131, 155, 344, 395, 419]","[129, 153, 200, 394, 417, 464]"
PMC7731732,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7731732\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Medical Ethics Committee of Zhujiang Hospital of Southern Medical University. The patients/participants provided their written informed consent to participate in this study.,[Medical Ethics Committee of Zhujiang Hospital of Southern Medical University],['ORG'],[71],[147]
PMC7732506,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7732506\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Osaka University Clinical Research Review Committee. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[Osaka University Clinical Research Review Committee],['ORG'],[71],[122]
PMC7732515,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7732515\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Ethics Committee of the First Hospital of Jilin University.,"[the Animal Ethics Committee, the First Hospital of Jilin University]","['ORG', 'ORG']","[46, 77]","[73, 115]"
PMC7732624,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7732624\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee of the Medical University of Innsbruck. The patients/participants provided their written informed consent to participate in this study.,"[Ethics, the Medical University of Innsbruck]","['ORG', 'ORG']","[71, 91]","[77, 126]"
PMC7732675,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7732675\sections\1_body\4_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Comité de Protection des Personnes IIe de France VII (hôpital de Bicêtre, Le Kremlin Bicêtre, FRANCE). The participants or legal guardian provided written informed consent to participate in this study.","[Comité de Protection des Personnes IIe de France, de Bicêtre, Le Kremlin Bicêtre, FRANCE]","['ORG', 'PERSON', 'ORG', 'GPE']","[71, 133, 145, 165]","[119, 143, 163, 171]"
PMC7744787,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7744787\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Laboratory Animal Control Committee of the Goldberg ED Research Institute of Pharmacology and Regenerative Medicine, Tomsk NRMC (IACUC Protocol No. 114062016).","[the Laboratory Animal Control Committee of the Goldberg ED Research Institute of Pharmacology and Regenerative Medicine, 114062016]","['ORG', 'DATE']","[46, 198]","[165, 207]"
PMC7746825,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7746825\sections\1_body\5_ethics_statement\1_p.xml,All experimental procedures were performed in accordance with the European Community Council Directive (2010/63/UE) for the care and use of laboratory animals. Experimental protocols were approved by the local ethics committee “Comité d’éthique en expérimentation animal Charles Darwin No 5” under the number 02811.03 in compliance with European Union guidelines.,"[the European Community Council Directive, UE, Comité d’éthique, Charles Darwin, 02811.03, European Union]","['ORG', 'GPE', 'WORK_OF_ART', 'PERSON', 'CARDINAL', 'ORG']","[62, 112, 228, 271, 309, 337]","[102, 114, 244, 285, 317, 351]"
PMC7750436,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7750436\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by 
 ",[],[],[],[]
PMC7755609,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7755609\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Animal experiments were approved by the Ethical committee of the University of Cadiz, as well as the Andalusian Committee of animal experimentation (registration number ES110120000210 and project number 07-04-2016-043).","[Animal, Ethical, the University of Cadiz, the Andalusian Committee, ES110120000210, 07-04-2016]","['ORG', 'ORG', 'ORG', 'ORG', 'PRODUCT', 'CARDINAL']","[46, 86, 107, 143, 215, 249]","[52, 93, 130, 167, 229, 259]"
PMC7755610,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7755610\sections\1_body\5_ethics_statement\1_p.xml,"This study received ethics approval from St Vincent’s Hospital (Melbourne) Human Research Ethics Committee (HREC) (Ref: HREC-A 028/06), was endorsed by the CSIRO Health and Medical Research Ethics Committee (RR 5/2018) and was prospectively registered with the University of Melbourne HREC (ID: 1852006). All participants provided written informed consent to participate.","[St Vincent’s Hospital, Melbourne) Human Research Ethics Committee, HREC, the CSIRO Health and Medical Research Ethics Committee, the University of Melbourne HREC, 1852006]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'DATE']","[41, 64, 108, 152, 257, 295]","[62, 106, 112, 206, 289, 302]"
PMC7755640,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7755640\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Care Committee of the Leibniz Institute for Farm Animal Biology. Written informed consent was obtained from the owners for the participation of their animals in this study.,"[the Animal Care Committee of, the Leibniz Institute for Farm Animal Biology]","['ORG', 'ORG']","[46, 75]","[74, 120]"
PMC7756004,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7756004\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Tianjin Medical University.,[Tianjin Medical University],['ORG'],[46],[72]
PMC7756016,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7756016\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by National Institutes of Health Institutional Review Board. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[National Institutes of Health Institutional Review Board],['ORG'],[71],[127]
PMC7756119,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7756119\sections\1_body\6_ethics_statement\1_p.xml,This study was approved by the Research Ethics Committee of the Taiwan National Health Research Institute and the Institutional Review Board of the China Medical University Hospital (ethics approval number: CMUH107-REC3-074 (CR1)). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[the Research Ethics Committee, the Taiwan National Health Research Institute, the Institutional Review Board, the China Medical University Hospital]","['ORG', 'ORG', 'ORG', 'ORG']","[27, 60, 110, 144]","[56, 105, 140, 181]"
PMC7758322,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7758322\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the ethical guidelines of animal research at the University of Copenhagen and the University of Kentucky. Written informed consent was obtained from the owners for the participation of their animals in this study.,"[the University of Copenhagen, the University of Kentucky]","['ORG', 'ORG']","[91, 124]","[119, 150]"
PMC7758349,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7758349\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Institutional Review Board of Southwest Hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Committee on the Ethics of Animal Experiments of the Shenyang Pharmaceutical University.,"[the Institutional Review Board of Southwest Hospital, Committee on the Ethics of Animal Experiments, the Shenyang Pharmaceutical University]","['ORG', 'ORG', 'ORG']","[71, 267, 316]","[123, 312, 354]"
PMC7759627,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7759627\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Animal Care and Use Committee of the Northeastern University Committee, China.","[Animal Care, the Northeastern University Committee, China]","['ORG', 'ORG', 'GPE']","[46, 79, 118]","[57, 116, 123]"
PMC7759629,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7759629\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Soochow University.,[the Soochow University],['ORG'],[46],[68]
PMC7759685,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7759685\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of the First Affiliated Hospital of Zhejiang University. The patients/participants provided their written informed consent to participate in this study.,"[the Ethics Committee, the First Affiliated Hospital of Zhejiang University]","['ORG', 'ORG']","[71, 95]","[91, 147]"
PMC7767887,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7767887\sections\1_body\5_ethics_statement\1_p.xml,"The study design was reviewed and approved by the Local Ethics Committee of FSBI “RSMG” (Federal State Budgetary Institution “Research Centre for Medical Genetics”) to meet the requirements of the Helsinki Declaration of 1975 as revised in 2013. An informed consent for the use of the surgical material had been obtained from each patient, from whom an anonymous cell culture was derived.","[the Local Ethics Committee of FSBI, Federal State Budgetary Institution “Research Centre for Medical Genetics, the Helsinki Declaration of 1975, 2013]","['ORG', 'ORG', 'LAW', 'DATE']","[46, 89, 193, 240]","[80, 162, 225, 244]"
